YYYY,MM,DD,hh,mm,ss,ADCTemp_Tenths,BatchTestTime,CCCType,CPUUtilization,Cal,CellFolder,CellSerialNumber,CellTotalHeater_mA,Column,CoolDmd,DUTX_A,DUTY_A,DefaultMaxHandlingTemp,DefaultNegativeRampRate,DefaultPositiveRampRate,DriveFan_Dmd,DriveFan_MeasuredRPM,DriveIO_V,DrivePowerByTA1,DrivePowerByTA2,DriveSN1,DriveSN2,DriveSupplyX_A,DriveSupplyX_V,DriveSupplyY_A,DriveSupplyY_V,EFGHCode1,EFGHCode2,ElectronicsFan_Dmd_1,ElectronicsFan_Dmd_2,ElectronicsFan_MeasuredRPM_1,ElectronicsFan_MeasuredRPM_2,ElectronicsFan_MeasuredRPM_3,ElectronicsFan_MeasuredRPM_4,ElectronicsFan_MeasuredRPM_5,EnvStatusFlags,FPGACellInterlocks,FTemp,FanSpeedControlActive,FirmwareVersionMajor,FirmwareVersionMinor,FlowTemp_Tenths,FoundFTemp,FoundMaxTemp,FoundMinTemp,FoundTATarget,FreeRAM,HeatDmd,HeaterInterlockTripReasons,Input_A,IsAirValveOk,IsCellOnTemp,IsDaughterPluggedIn,IsDriveFanSpeedOk,IsDrivePluggedIn,IsDuelDriveCell,IsEEPROMOk,IsElectronicsFanSpeedOk,IsFirmwareOk,IsHeaterOk,IsOverTempOk,IsRimPluggedIn,IsSuppliesOk,IsVCLimitOk,MaxNegativeRampRate,MaxPositiveRampRate,MaxTemp,MaxTemperature,MeasuredCurrentRate,MemoryAvailable,MinTemp,MinTemperature,Mode,Operation,PFCode1,PFCode2,PSUStatus,PlugStatus,Product,RBFVersionMajor,RBFVersionMinor,ReturnTemp_Tenths,Row,SERef_V,SWVersion,SafeHandlingTemp,SharedSRef_V,Slot,SlotOperation,SupplyInterlockTripReasons,TATargetTemp,TargetTempRateControlled,TargetTemp_Tenths,TempControlMode,TesterID,TotalRAM,UsedRAM,Volts1v2,Volts1v8,Volts24v,Volts3v3,Volts5v,WRFTempMode_Active_now,WRLastFTempReading,WRLastMedianFTempReading,WRLastReqAirTargetToCell,WRLastReqTargetFromTA,WR_GetNegativeRampRate,WR_GetPositiveRampRate,WR_IOPWantControlByFTemp,WR_SIOWantControlByFTemp,WrapperOnTemp,dmd_D,dmd_I,dmd_P
2023,11,21,2,3,36,24.3,2.02311E+13,OMEGAAMC,5,4.096,Cell132014,0x003963,1.108,132,85,0.272,0.248,40,1,1,135,4500,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.272,5.048,0.248,12.027,NONE,NONE,82,74,3008,2902,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,1.972,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.485,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.937,23.884,3.386,5.138,1,350,-1,342,350,10,10,1,1,1,0,-85,0
2023,11,21,2,5,7,24.3,2.02311E+13,OMEGAAMC,5,4.096,Cell132014,0x003963,0.489,132,85,0.299,0.244,40,1,1,135,4493,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.299,5.048,0.244,12.027,NONE,NONE,82,74,3005,2905,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,2.238,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.485,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.938,23.886,3.386,5.138,1,350,-1,342,350,10,10,1,1,1,0,-85,0
2023,11,21,2,6,38,23.9,2.02311E+13,OMEGAAMC,5,4.096,Cell132014,0x003963,1.107,132,85,0.272,0.249,40,1,1,135,4500,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.272,5.047,0.249,12.027,NONE,NONE,82,74,3001,2911,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,2.23,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.484,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.937,23.944,3.386,5.137,1,350,-1,342,350,10,10,1,1,1,0,-85,0
2023,11,21,2,8,9,23.9,2.02311E+13,OMEGAAMC,5,4.096,Cell132014,0x003963,0.004,132,85,0.001,0.001,40,1,1,135,4500,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.001,2.631,0.001,6.993,NONE,NONE,81,74,2985,2908,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,2.074,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.484,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.937,23.94,3.386,5.137,1,350,-1,342,350,10,10,1,1,1,0,-85,0
2023,11,21,2,9,41,23.9,2.02311E+13,OMEGAAMC,5,4.096,Cell132014,0x003963,1.137,132,84,0.272,0.251,40,1,1,135,4500,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.272,5.047,0.251,12.027,NONE,NONE,82,74,3005,2908,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,1.914,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.484,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.937,23.911,3.386,5.137,1,350,-1,342,350,10,10,1,1,1,0,-84,0
2023,11,21,2,11,12,24.3,2.02311E+13,OMEGAAMC,5,4.096,Cell132014,0x003963,0.006,132,85,0.272,0.253,40,1,1,135,4500,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.272,5.048,0.253,12.027,NONE,NONE,82,74,3011,2905,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,1.849,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.485,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.937,23.902,3.386,5.138,1,350,-1,342,350,10,10,1,1,1,0,-85,0
2023,11,21,2,12,43,24.3,2.02311E+13,OMEGAAMC,5,4.096,Cell132014,0x003963,0.006,132,85,0.002,0.001,40,1,1,135,4500,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.002,0.03,0.001,0.024,NONE,NONE,82,74,3008,2905,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,1.838,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,0,1,TRESUL,0,22,999.9,14,2.485,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.937,23.97,3.386,5.138,1,350,-1,342,350,10,10,1,1,1,0,-85,0
2023,11,21,2,14,14,24.3,2.02311E+13,OMEGAAMC,5,4.096,Cell132014,0x003963,1.108,132,85,0.272,0.251,40,1,1,135,4500,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.272,5.048,0.251,12.027,NONE,NONE,82,74,3005,2914,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,2.039,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.485,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.937,23.954,3.386,5.138,1,350,-1,342,350,10,10,1,1,1,0,-85,0
2023,11,21,2,15,46,23.9,2.02311E+13,OMEGAAMC,4,4.096,Cell132014,0x003963,0.004,132,85,0.126,0.023,40,1,1,135,4500,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.126,5.048,0.023,12.027,NONE,NONE,82,73,2998,2887,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,2.047,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.484,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.937,23.968,3.386,5.138,1,350,-1,342,350,10,10,1,1,1,0,-85,0
2023,11,21,2,17,17,23.9,2.02311E+13,OMEGAAMC,4,4.096,Cell132014,0x003963,0.005,132,85,0.276,0.263,40,1,1,135,4500,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.276,5.048,0.263,12.027,NONE,NONE,82,74,2998,2908,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,1.959,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.485,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.937,23.905,3.386,5.138,1,350,-1,342,350,10,10,1,1,1,0,-85,0
2023,11,21,2,18,48,23.9,2.02311E+13,OMEGAAMC,4,4.096,Cell132014,0x003963,1.139,132,85,0.28,0.231,40,1,1,135,4493,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.28,5.047,0.231,12.027,NONE,NONE,82,74,3014,2908,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,1.91,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.485,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.937,23.957,3.386,5.138,1,350,-1,342,350,10,10,1,1,1,0,-85,0
2023,11,21,2,20,19,23.9,2.02311E+13,OMEGAAMC,4,4.096,Cell132014,0x003963,0.004,132,85,0.291,0.235,40,1,1,135,4500,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.291,5.047,0.235,12.027,NONE,NONE,81,74,2995,2899,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,2.056,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.484,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.937,23.906,3.386,5.138,1,350,-1,342,350,10,10,1,1,1,0,-85,0
2023,11,21,2,21,50,23.9,2.02311E+13,OMEGAAMC,4,4.096,Cell132014,0x003963,1.137,132,85,0.276,0.228,40,1,1,135,4500,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.276,5.047,0.228,12.027,NONE,NONE,81,74,2992,2911,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,1.839,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.484,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.937,23.9,3.386,5.137,1,350,-1,342,350,10,10,1,1,1,0,-85,0
2023,11,21,2,23,22,23.9,2.02311E+13,OMEGAAMC,4,4.096,Cell132014,0x003963,0.005,132,85,0.277,0.233,40,1,1,135,4500,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.277,5.047,0.233,12.028,NONE,NONE,81,74,2992,2902,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,1.991,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.485,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.937,23.903,3.386,5.138,1,350,-1,342,350,10,10,1,1,1,0,-85,0
2023,11,21,2,24,53,24.3,2.02311E+13,OMEGAAMC,4,4.096,Cell132014,0x003963,0.287,132,85,0.273,0.25,40,1,1,135,4500,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.273,5.048,0.25,12.027,NONE,NONE,81,74,2995,2902,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,2.051,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.485,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.937,23.955,3.386,5.138,1,350,-1,342,350,10,10,1,1,1,0,-85,0
2023,11,21,2,26,24,24.3,2.02311E+13,OMEGAAMC,4,4.096,Cell132014,0x003963,1.137,132,84,0.271,0.249,40,1,1,135,4493,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.271,5.048,0.249,12.027,NONE,NONE,81,74,2998,2905,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,2.737,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.485,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.938,23.902,3.386,5.138,1,350,-1,342,350,10,10,1,1,1,0,-84,0
2023,11,21,2,27,55,23.9,2.02311E+13,OMEGAAMC,4,4.096,Cell132014,0x003963,0.004,132,85,0.286,0.25,40,1,1,135,4500,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.286,5.048,0.25,12.027,NONE,NONE,81,74,2995,2896,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,2.071,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.484,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.937,23.973,3.386,5.138,1,350,-1,342,350,10,10,1,1,1,0,-85,0
2023,11,21,2,29,26,23.9,2.02311E+13,OMEGAAMC,4,4.096,Cell132014,0x003963,0.058,132,85,0.306,0.243,40,1,1,135,4500,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.306,5.047,0.243,12.027,NONE,NONE,81,74,2995,2908,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,2.042,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.485,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.937,23.883,3.386,5.138,1,350,-1,342,350,10,10,1,1,1,0,-85,0
2023,11,21,2,30,58,23.9,2.02311E+13,OMEGAAMC,4,4.096,Cell132014,0x003963,0.005,132,85,0.295,0.231,40,1,1,135,4500,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.295,5.048,0.231,12.027,NONE,NONE,81,74,2995,2911,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,2.142,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.485,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.937,23.938,3.386,5.138,1,350,-1,342,350,10,10,1,1,1,0,-85,0
2023,11,21,2,32,29,23.9,2.02311E+13,OMEGAAMC,4,4.096,Cell132014,0x003963,0.004,132,85,0.309,0.232,40,1,1,135,4507,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.309,5.047,0.232,12.027,NONE,NONE,81,74,2992,2905,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,2.047,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.485,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.937,23.943,3.386,5.138,1,350,-1,342,350,10,10,1,1,1,0,-85,0
2023,11,21,2,34,0,23.9,2.02311E+13,OMEGAAMC,4,4.096,Cell132014,0x003963,0.004,132,85,0.302,0.231,40,1,1,135,4500,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.302,5.048,0.231,12.027,NONE,NONE,81,74,2992,2905,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,2.058,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.485,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.937,23.925,3.386,5.138,1,350,-1,342,350,10,10,1,1,1,0,-85,0
2023,11,21,2,35,31,23.9,2.02311E+13,OMEGAAMC,4,4.096,Cell132014,0x003963,0.01,132,85,0.342,0.232,40,1,1,135,4507,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.342,5.047,0.232,12.027,NONE,NONE,81,74,3001,2902,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,1.891,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.485,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.937,23.946,3.386,5.138,1,350,-1,342,350,10,10,1,1,1,0,-85,0
2023,11,21,2,37,2,23.9,2.02311E+13,OMEGAAMC,4,4.096,Cell132014,0x003963,0.004,132,85,0.33,0.249,40,1,1,135,4507,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.33,5.047,0.249,12.027,NONE,NONE,81,74,2992,2905,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,2.054,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.484,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.937,23.892,3.386,5.137,1,350,-1,342,350,10,10,1,1,1,0,-85,0
2023,11,21,2,38,34,23.9,2.02311E+13,OMEGAAMC,5,4.096,Cell132014,0x003963,1.071,132,85,0.388,0.231,40,1,1,135,4500,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.388,5.047,0.231,12.027,NONE,NONE,81,74,2992,2914,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,1.869,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.484,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.937,23.954,3.386,5.137,1,350,-1,342,350,10,10,1,1,1,0,-85,0
2023,11,21,2,40,5,23.9,2.02311E+13,OMEGAAMC,4,4.096,Cell132014,0x003963,1.107,132,85,0.31,0.233,40,1,1,135,4507,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.31,5.047,0.233,12.027,NONE,NONE,81,74,3001,2908,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,2.145,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.484,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.937,23.936,3.386,5.137,1,350,-1,342,350,10,10,1,1,1,0,-85,0
2023,11,21,2,41,36,23.9,2.02311E+13,OMEGAAMC,4,4.096,Cell132014,0x003963,0.005,132,85,0.307,0.247,40,1,1,135,4507,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.307,5.047,0.247,12.025,NONE,NONE,81,74,2992,2905,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,1.881,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.485,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.937,23.918,3.386,5.138,1,350,-1,342,350,10,10,1,1,1,0,-85,0
2023,11,21,2,43,7,23.9,2.02311E+13,OMEGAAMC,4,4.096,Cell132014,0x003963,1.108,132,85,0.311,0.242,40,1,1,135,4500,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.311,5.047,0.242,12.027,NONE,NONE,81,74,2992,2902,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,2.03,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.485,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.937,23.952,3.386,5.138,1,350,-1,342,350,10,10,1,1,1,0,-85,0
2023,11,21,2,44,38,23.9,2.02311E+13,OMEGAAMC,4,4.096,Cell132014,0x003963,0.004,132,85,0.308,0.238,40,1,1,135,4500,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.308,5.047,0.238,12.027,NONE,NONE,81,74,2989,2899,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,2.211,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.484,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.937,23.897,3.386,5.138,1,350,-1,342,350,10,10,1,1,1,0,-85,0
2023,11,21,2,46,10,24.3,2.02311E+13,OMEGAAMC,3,4.096,Cell132014,0x003963,1.109,132,85,0.445,0.234,40,1,1,135,4500,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.445,5.048,0.234,12.027,NONE,NONE,81,74,2992,2905,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,2.039,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.485,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.938,23.902,3.386,5.138,1,350,-1,342,350,10,10,1,1,1,0,-85,0
2023,11,21,2,47,41,24.3,2.02311E+13,OMEGAAMC,4,4.096,Cell132014,0x003963,0.005,132,85,0.356,0.23,40,1,1,135,4500,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.356,5.048,0.23,12.027,NONE,NONE,81,74,3001,2908,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,2.069,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.485,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.937,23.963,3.386,5.138,1,350,-1,342,350,10,10,1,1,1,0,-85,0
2023,11,21,2,49,12,24.3,2.02311E+13,OMEGAAMC,4,4.096,Cell132014,0x003963,0.005,132,85,0.305,0.232,40,1,1,135,4507,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.305,5.048,0.232,12.027,NONE,NONE,81,74,2995,2911,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,1.999,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.485,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.938,23.886,3.386,5.138,1,350,-1,342,350,10,10,1,1,1,0,-85,0
