YYYY,MM,DD,hh,mm,ss,ADCTemp_Tenths,BatchTestTime,CCCType,CPUUtilization,Cal,CellFolder,CellSerialNumber,CellTotalHeater_mA,Column,CoolDmd,DUTX_A,DUTY_A,DefaultMaxHandlingTemp,DefaultNegativeRampRate,DefaultPositiveRampRate,DriveFan_Dmd,DriveFan_MeasuredRPM,DriveIO_V,DrivePowerByTA1,DrivePowerByTA2,DriveSN1,DriveSN2,DriveSupplyX_A,DriveSupplyX_V,DriveSupplyY_A,DriveSupplyY_V,EFGHCode1,EFGHCode2,ElectronicsFan_Dmd_1,ElectronicsFan_Dmd_2,ElectronicsFan_MeasuredRPM_1,ElectronicsFan_MeasuredRPM_2,ElectronicsFan_MeasuredRPM_3,ElectronicsFan_MeasuredRPM_4,ElectronicsFan_MeasuredRPM_5,EnvStatusFlags,FPGACellInterlocks,FTemp,FanSpeedControlActive,FirmwareVersionMajor,FirmwareVersionMinor,FlowTemp_Tenths,FoundFTemp,FoundMaxTemp,FoundMinTemp,FoundTATarget,FreeRAM,HeatDmd,HeaterInterlockTripReasons,Input_A,IsAirValveOk,IsCellOnTemp,IsDaughterPluggedIn,IsDriveFanSpeedOk,IsDrivePluggedIn,IsDuelDriveCell,IsEEPROMOk,IsElectronicsFanSpeedOk,IsFirmwareOk,IsHeaterOk,IsOverTempOk,IsRimPluggedIn,IsSuppliesOk,IsVCLimitOk,MaxNegativeRampRate,MaxPositiveRampRate,MaxTemp,MaxTemperature,MeasuredCurrentRate,MemoryAvailable,MinTemp,MinTemperature,Mode,Operation,PFCode1,PFCode2,PSUStatus,PhysicalDisk0Idle,PlugStatus,Product,RBFVersionMajor,RBFVersionMinor,ReturnTemp_Tenths,Row,SERef_V,SWVersion,SafeHandlingTemp,SharedSRef_V,Slot,SlotOperation,SupplyInterlockTripReasons,TATargetTemp,TargetTempRateControlled,TargetTemp_Tenths,TempControlMode,TesterID,TotalRAM,UsedRAM,Volts1v2,Volts1v8,Volts24v,Volts3v3,Volts5v,WRFTempMode_Active_now,WRLastFTempReading,WRLastMedianFTempReading,WRLastReqAirTargetToCell,WRLastReqTargetFromTA,WR_GetNegativeRampRate,WR_GetPositiveRampRate,WR_IOPWantControlByFTemp,WR_SIOWantControlByFTemp,WrapperOnTemp,dmd_D,dmd_I,dmd_P
2024,5,15,5,9,38,26,2.02405E+13,OMEGAAMC,5,4.097,Cell245043,0x006036,1.262,245,0,0.401,0.193,40,1,1,136,4507,3.304,0,-1,WX12D344892S,NONE,0.401,4.973,0.193,11.979,NONE,NONE,78,73,2992,2896,0,0,0,1,0,58,1,0x00,0x57,55.8,1,0,0,1,40,15,0,2.451,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3301,0,15,Multiple Environment,BI,NONE,NONE,13107,76,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,55.8,55.8,Ramp To Temperature,CB032,8164,60,1.243,1.935,23.875,3.395,5.158,1,580,-1,558,580,10,10,1,1,1,0,15,0
2024,5,15,5,11,9,25.6,2.02405E+13,OMEGAAMC,5,4.097,Cell245043,0x006036,1.268,245,0,0.41,0.192,40,1,1,136,4500,3.304,0,-1,WX12D344892S,NONE,0.41,4.973,0.192,11.98,NONE,NONE,78,73,2995,2893,0,0,0,1,0,58,1,0x00,0x57,55.8,1,0,0,1,40,16,0,2.4,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3308,0,15,Multiple Environment,BI,NONE,NONE,13107,86,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,55.8,55.8,Ramp To Temperature,CB032,8164,60,1.243,1.935,23.877,3.395,5.158,1,580,-1,558,580,10,10,1,1,1,0,16,0
2024,5,15,5,12,40,25.6,2.02405E+13,OMEGAAMC,5,4.097,Cell245043,0x006036,0.005,245,0,0.407,0.194,40,1,1,136,4500,3.304,0,-1,WX12D344892S,NONE,0.407,4.973,0.194,11.98,NONE,NONE,78,73,3001,2896,0,0,0,1,0,58,1,0x00,0x57,55.8,1,0,0,1,40,17,0,2.253,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3311,0,15,Multiple Environment,BI,NONE,NONE,13107,79,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,55.8,55.8,Ramp To Temperature,CB032,8164,60,1.242,1.935,23.899,3.395,5.158,1,580,-1,558,580,10,10,1,1,1,0,17,0
2024,5,15,5,14,11,25.6,2.02405E+13,OMEGAAMC,7,4.097,Cell245043,0x006036,1.256,245,0,0.412,0.197,40,1,1,136,4500,3.304,0,-1,WX12D344892S,NONE,0.412,4.973,0.197,11.98,NONE,NONE,78,73,3005,2893,0,0,0,1,0,58,1,0x00,0x57,55.8,1,0,0,1,40,18,0,2.269,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3342,0,15,Multiple Environment,BI,NONE,NONE,13107,72,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,55.8,55.8,Ramp To Temperature,CB032,8164,60,1.243,1.935,23.951,3.395,5.158,1,580,-1,558,580,10,10,1,1,1,0,18,0
2024,5,15,5,15,42,25.6,2.02405E+13,OMEGAAMC,5,4.097,Cell245043,0x006036,1.244,245,0,0.412,0.192,40,1,1,136,4493,3.304,0,-1,WX12D344892S,NONE,0.412,4.973,0.192,11.98,NONE,NONE,78,73,3001,2893,0,0,0,1,0,58,1,0x00,0x57,55.8,1,0,0,1,40,19,0,2.485,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3341,0,15,Multiple Environment,BI,NONE,NONE,13107,71,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,55.8,55.8,Ramp To Temperature,CB032,8164,60,1.243,1.935,23.869,3.395,5.158,1,580,-1,558,580,10,10,1,1,1,0,19,0
2024,5,15,5,17,14,25.6,2.02405E+13,OMEGAAMC,0,4.097,Cell245043,0x006036,1.224,245,0,0.417,0.195,40,1,1,136,4500,3.304,0,-1,WX12D344892S,NONE,0.417,4.973,0.195,11.98,NONE,NONE,78,73,3001,2902,0,0,0,1,0,58,1,0x00,0x57,55.8,1,0,0,1,0,20,0,2.508,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,BI,NONE,NONE,13107,0,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,55.8,55.8,Ramp To Temperature,CB032,8164,100,1.243,1.935,23.88,3.395,5.158,1,580,-1,558,580,10,10,1,1,1,0,20,0
2024,5,15,5,18,45,25.6,2.02405E+13,OMEGAAMC,9,4.097,Cell245043,0x006036,1.262,245,0,0.412,0.195,40,1,1,136,4500,3.304,0,-1,WX12D344892S,NONE,0.412,4.973,0.195,11.981,NONE,NONE,78,73,3001,2902,0,0,0,1,0,58,1,0x00,0x57,55.8,1,0,0,1,41,21,0,2.501,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3352,0,15,Multiple Environment,BI,NONE,NONE,13107,45,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,55.8,55.8,Ramp To Temperature,CB032,8164,59,1.243,1.935,23.944,3.395,5.158,1,580,-1,558,580,10,10,1,1,1,0,21,0
2024,5,15,5,20,16,25.6,2.02405E+13,OMEGAAMC,0,4.097,Cell245043,0x006036,1.294,245,0,0.406,0.194,40,1,1,136,4500,3.304,0,-1,WX12D344892S,NONE,0.406,4.973,0.194,11.98,NONE,NONE,78,73,2995,2896,0,0,0,1,0,58,1,0x00,0x57,55.8,1,0,0,1,0,22,0,2.506,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,BI,NONE,NONE,13107,0,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,55.8,55.8,Ramp To Temperature,CB032,8164,100,1.243,1.935,23.866,3.395,5.158,1,580,-1,558,580,10,10,1,1,1,0,22,0
2024,5,15,5,21,48,25.6,2.02405E+13,OMEGAAMC,5,4.097,Cell245043,0x006036,1.167,245,0,0.411,0.195,40,1,1,136,4500,3.304,0,-1,WX12D344892S,NONE,0.411,4.973,0.195,11.981,NONE,NONE,78,73,3001,2899,0,0,0,1,0,58,1,0x00,0x57,55.8,1,0,0,1,40,23,0,2.302,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3318,0,15,Multiple Environment,BI,NONE,NONE,13107,77,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,55.8,55.8,Ramp To Temperature,CB032,8164,60,1.243,1.935,23.951,3.395,5.158,1,580,-1,558,580,10,10,1,1,1,0,23,0
2024,5,15,5,23,19,25.6,2.02405E+13,OMEGAAMC,6,4.097,Cell245043,0x006036,1.187,245,0,0.411,0.197,40,1,1,136,4500,3.304,0,-1,WX12D344892S,NONE,0.411,4.973,0.197,11.98,NONE,NONE,78,73,3001,2905,0,0,0,1,0,58,1,0x00,0x57,55.8,1,0,0,1,40,24,0,2.51,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3307,0,15,Multiple Environment,BI,NONE,NONE,13107,75,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,55.8,55.8,Ramp To Temperature,CB032,8164,60,1.243,1.935,23.935,3.395,5.158,1,580,-1,558,580,10,10,1,1,1,0,24,0
2024,5,15,5,24,50,25.6,2.02405E+13,OMEGAAMC,7,4.097,Cell245043,0x006036,0.001,245,0,0.411,0.19,40,1,1,136,4493,3.304,0,-1,WX12D344892S,NONE,0.411,4.973,0.19,11.98,NONE,NONE,78,73,3005,2887,0,0,0,1,0,58,1,0x00,0x57,55.8,1,0,0,1,40,25,0,2.468,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3323,0,15,Multiple Environment,BI,NONE,NONE,13107,58,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,55.8,55.8,Ramp To Temperature,CB032,8164,60,1.243,1.935,23.873,3.395,5.158,1,580,-1,558,580,10,10,1,1,1,0,25,0
2024,5,15,5,26,22,25.6,2.02405E+13,OMEGAAMC,6,4.097,Cell245043,0x006036,0.001,245,0,0.399,0.192,40,1,1,136,4486,3.304,0,-1,WX12D344892S,NONE,0.399,4.973,0.192,11.98,NONE,NONE,78,73,3005,2899,0,0,0,1,0,58,1,0x00,0x57,55.8,1,0,0,1,40,26,0,2.594,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3336,0,15,Multiple Environment,BI,NONE,NONE,13107,69,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,55.8,55.8,Ramp To Temperature,CB032,8164,60,1.243,1.935,23.947,3.395,5.158,1,580,-1,558,580,10,10,1,1,1,0,26,0
2024,5,15,5,27,54,25.6,2.02405E+13,OMEGAAMC,5,4.097,Cell245043,0x006036,0.001,245,0,0.414,0.194,40,1,1,136,4500,3.304,0,-1,WX12D344892S,NONE,0.414,4.973,0.194,11.98,NONE,NONE,78,73,3008,2902,0,0,0,1,0,58,1,0x00,0x57,55.8,1,0,0,1,40,26,0,2.513,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3346,0,15,Multiple Environment,BI,NONE,NONE,13107,84,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,55.8,55.8,Ramp To Temperature,CB032,8164,60,1.243,1.935,23.866,3.395,5.158,1,580,-1,558,580,10,10,1,1,1,0,26,0
2024,5,15,5,29,26,25.6,2.02405E+13,OMEGAAMC,6,4.097,Cell245043,0x006036,0.001,245,0,0.41,0.193,40,1,1,136,4493,3.304,0,-1,WX12D344892S,NONE,0.41,4.973,0.193,11.98,NONE,NONE,78,73,3005,2893,0,0,0,1,0,58,1,0x00,0x57,55.7,1,0,0,1,41,26,0,2.513,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3401,0,15,Multiple Environment,BI,NONE,NONE,13107,82,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,55.8,55.8,Ramp To Temperature,CB032,8164,59,1.243,1.935,23.951,3.395,5.158,1,580,-1,558,580,10,10,1,1,1,0,26,0
2024,5,15,5,30,57,25.6,2.02405E+13,OMEGAAMC,7,4.097,Cell245043,0x006036,0.002,245,0,0.418,0.195,40,1,1,136,4500,3.304,0,-1,WX12D344892S,NONE,0.418,4.973,0.195,11.98,NONE,NONE,78,73,3001,2896,0,0,0,1,0,58,1,0x00,0x57,55.8,1,0,0,1,42,27,0,2.502,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3487,0,15,Multiple Environment,BI,NONE,NONE,13107,63,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,55.8,55.8,Ramp To Temperature,CB032,8164,58,1.243,1.935,23.884,3.395,5.158,1,580,-1,558,580,10,10,1,1,1,0,27,0
2024,5,15,5,32,28,25.6,2.02405E+13,OMEGAAMC,0,4.097,Cell245043,0x006036,0.001,245,0,0.403,0.193,40,1,1,136,4500,3.304,0,-1,WX12D344892S,NONE,0.403,4.973,0.193,11.98,NONE,NONE,78,73,2998,2899,0,0,0,1,0,58,1,0x00,0x57,55.8,1,0,0,1,0,27,0,2.476,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,BI,NONE,NONE,13107,0,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,55.8,55.8,Ramp To Temperature,CB032,8164,100,1.243,1.935,23.877,3.395,5.158,1,580,-1,558,580,10,10,1,1,1,0,27,0
2024,5,15,5,34,1,25.6,2.02405E+13,OMEGAAMC,0,4.097,Cell245043,0x006036,0.001,245,0,0.406,0.191,40,1,1,136,4500,3.304,0,-1,WX12D344892S,NONE,0.406,4.973,0.191,11.98,NONE,NONE,78,73,3008,2893,0,0,0,1,0,58,1,0x00,0x57,55.8,1,0,0,1,0,27,0,2.455,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,BI,NONE,NONE,13107,0,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,55.8,55.8,Ramp To Temperature,CB032,8164,100,1.243,1.935,23.892,3.395,5.158,1,580,-1,558,580,10,10,1,1,1,0,27,0
2024,5,15,5,35,33,25.6,2.02405E+13,OMEGAAMC,0,4.097,Cell245043,0x006036,0.001,245,0,0.404,0.188,40,1,1,136,4500,3.304,0,-1,WX12D344892S,NONE,0.404,4.973,0.188,11.98,NONE,NONE,78,73,3001,2896,0,0,0,1,0,58,1,0x00,0x57,55.8,1,0,0,1,0,27,0,2.465,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,BI,NONE,NONE,13107,0,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,55.8,55.8,Ramp To Temperature,CB032,8164,100,1.243,1.935,23.883,3.395,5.158,1,580,-1,558,580,10,10,1,1,1,0,27,0
2024,5,15,5,37,4,25.6,2.02405E+13,OMEGAAMC,5,4.097,Cell245043,0x006036,0.002,245,0,0.4,0.185,40,1,1,136,4500,3.304,0,-1,WX12D344892S,NONE,0.4,4.973,0.185,11.98,NONE,NONE,78,73,3005,2896,0,0,0,1,0,58,1,0x00,0x57,55.8,1,0,0,1,40,28,0,2.682,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3344,0,15,Multiple Environment,BI,NONE,NONE,13107,81,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,55.8,55.8,Ramp To Temperature,CB032,8164,60,1.243,1.935,23.87,3.395,5.158,1,580,-1,558,580,10,10,1,1,1,0,28,0
2024,5,15,5,38,35,25.6,2.02405E+13,OMEGAAMC,7,4.097,Cell245043,0x006036,0.001,245,0,0.404,0.185,40,1,1,136,4493,3.304,0,-1,WX12D344892S,NONE,0.404,4.973,0.185,11.98,NONE,NONE,78,73,3001,2893,0,0,0,1,0,58,1,0x00,0x57,55.8,1,0,0,1,40,28,0,2.542,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3341,0,15,Multiple Environment,BI,NONE,NONE,13107,70,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,55.8,55.8,Ramp To Temperature,CB032,8164,60,1.243,1.935,23.889,3.395,5.158,1,580,-1,558,580,10,10,1,1,1,0,28,0
2024,5,15,5,40,6,25.6,2.02405E+13,OMEGAAMC,0,4.097,Cell245043,0x006036,1.281,245,0,0.408,0.191,40,1,1,136,4500,3.304,0,-1,WX12D344892S,NONE,0.408,4.973,0.191,11.98,NONE,NONE,78,73,3001,2893,0,0,0,1,0,58,1,0x00,0x57,55.8,1,0,0,1,0,28,0,2.497,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,BI,NONE,NONE,13107,0,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,55.8,55.8,Ramp To Temperature,CB032,8164,100,1.243,1.935,23.825,3.395,5.158,1,580,-1,558,580,10,10,1,1,1,0,28,0
2024,5,15,5,41,37,25.3,2.02405E+13,OMEGAAMC,0,4.097,Cell245043,0x006036,1.272,245,0,0.396,0.185,40,1,1,136,4493,3.304,0,-1,WX12D344892S,NONE,0.396,4.973,0.185,11.98,NONE,NONE,78,73,3001,2890,0,0,0,1,0,58,1,0x00,0x57,55.8,1,0,0,1,0,28,0,2.369,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,BI,NONE,NONE,13107,0,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,55.8,55.8,Ramp To Temperature,CB032,8164,100,1.243,1.935,23.943,3.395,5.158,1,580,-1,558,580,10,10,1,1,1,0,28,0
2024,5,15,5,43,9,25.6,2.02405E+13,OMEGAAMC,5,4.097,Cell245043,0x006036,1.274,245,0,0.404,0.186,40,1,1,136,4493,3.304,0,-1,WX12D344892S,NONE,0.404,4.973,0.186,11.98,NONE,NONE,78,73,3001,2896,0,0,0,1,0,58,1,0x00,0x57,55.8,1,0,0,1,41,29,0,2.684,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3372,0,15,Multiple Environment,BI,NONE,NONE,13107,81,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,55.8,55.8,Ramp To Temperature,CB032,8164,59,1.243,1.934,23.875,3.395,5.158,1,580,-1,558,580,10,10,1,1,1,0,29,0
2024,5,15,5,44,40,25.6,2.02405E+13,OMEGAAMC,6,4.097,Cell245043,0x006036,1.164,245,0,0.404,0.185,40,1,1,136,4500,3.304,0,-1,WX12D344892S,NONE,0.404,4.973,0.185,11.98,NONE,NONE,78,73,2998,2896,0,0,0,1,0,58,1,0x00,0x57,55.8,1,0,0,1,41,29,0,2.694,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3404,0,15,Multiple Environment,BI,NONE,NONE,13107,71,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,55.8,55.8,Ramp To Temperature,CB032,8164,59,1.243,1.935,23.93,3.395,5.158,1,580,-1,558,580,10,10,1,1,1,0,29,0
2024,5,15,5,46,11,25.6,2.02405E+13,OMEGAAMC,6,4.097,Cell245043,0x006036,1.164,245,0,0.4,0.185,40,1,1,136,4493,3.304,0,-1,WX12D344892S,NONE,0.4,4.973,0.185,11.98,NONE,NONE,78,73,3001,2902,0,0,0,1,0,58,1,0x00,0x57,55.8,1,0,0,1,41,29,0,2.655,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3411,0,15,Multiple Environment,BI,NONE,NONE,13107,78,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,55.8,55.8,Ramp To Temperature,CB032,8164,59,1.243,1.935,23.951,3.395,5.158,1,580,-1,558,580,10,10,1,1,1,0,29,0
2024,5,15,5,47,42,25.3,2.02405E+13,OMEGAAMC,7,4.097,Cell245043,0x006036,1.148,245,0,0.409,0.183,40,1,1,136,4500,3.304,0,-1,WX12D344892S,NONE,0.409,4.973,0.183,11.98,NONE,NONE,78,73,2998,2902,0,0,0,1,0,58,1,0x00,0x57,55.8,1,0,0,1,41,29,0,2.656,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3415,0,15,Multiple Environment,BI,NONE,NONE,13107,62,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,55.8,55.8,Ramp To Temperature,CB032,8164,59,1.242,1.935,23.858,3.395,5.158,1,580,-1,558,580,10,10,1,1,1,0,29,0
2024,5,15,5,49,14,25.6,2.02405E+13,OMEGAAMC,0,4.097,Cell245043,0x006036,0.796,245,0,0.404,0.19,40,1,1,136,4493,3.304,0,-1,WX12D344892S,NONE,0.404,4.973,0.19,11.98,NONE,NONE,78,73,3001,2899,0,0,0,1,0,58,1,0x00,0x57,55.8,1,0,0,1,0,29,0,2.651,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,BI,NONE,NONE,13107,0,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,55.8,55.8,Ramp To Temperature,CB032,8164,100,1.243,1.935,23.884,3.395,5.158,1,580,-1,558,580,10,10,1,1,1,0,29,0
2024,5,15,5,50,45,25.6,2.02405E+13,OMEGAAMC,5,4.097,Cell245043,0x006036,0.001,245,0,0.395,0.186,40,1,1,136,4500,3.304,0,-1,WX12D344892S,NONE,0.395,4.973,0.186,11.98,NONE,NONE,78,73,2998,2905,0,0,0,1,0,58,1,0x00,0x57,55.8,1,0,0,1,41,29,0,2.658,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3352,0,15,Multiple Environment,BI,NONE,NONE,13107,76,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,55.8,55.8,Ramp To Temperature,CB032,8164,59,1.243,1.934,23.866,3.395,5.158,1,580,-1,558,580,10,10,1,1,1,0,29,0
2024,5,15,5,52,16,25.3,2.02405E+13,OMEGAAMC,5,4.097,Cell245043,0x006036,1.151,245,0,0.401,0.186,40,1,1,136,4500,3.304,0,-1,WX12D344892S,NONE,0.401,4.973,0.186,11.98,NONE,NONE,78,73,3001,2902,0,0,0,1,0,58,1,0x00,0x57,55.8,1,0,0,1,41,29,0,3.176,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3406,0,15,Multiple Environment,BI,NONE,NONE,13107,77,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,55.8,55.8,Ramp To Temperature,CB032,8164,59,1.243,1.934,23.895,3.395,5.158,1,580,-1,558,580,10,10,1,1,1,0,29,0
2024,5,15,5,53,48,25.6,2.02405E+13,OMEGAAMC,6,4.097,Cell245043,0x006036,1.148,245,0,0.411,0.185,40,1,1,136,4500,3.304,0,-1,WX12D344892S,NONE,0.411,4.973,0.185,11.98,NONE,NONE,78,73,3001,2893,0,0,0,1,0,58,1,0x00,0x57,55.8,1,0,0,1,41,29,0,2.668,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3379,0,15,Multiple Environment,BI,NONE,NONE,13107,72,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,55.8,55.8,Ramp To Temperature,CB032,8164,59,1.242,1.935,23.951,3.395,5.158,1,580,-1,558,580,10,10,1,1,1,0,29,0
2024,5,15,5,55,19,25.3,2.02405E+13,OMEGAAMC,5,4.097,Cell245043,0x006036,1.228,245,0,0.4,0.185,40,1,1,136,4500,3.304,0,-1,WX12D344892S,NONE,0.4,4.973,0.185,11.98,NONE,NONE,78,73,3001,2905,0,0,0,1,0,58,1,0x00,0x57,55.8,1,0,0,1,41,30,0,2.682,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3363,0,15,Multiple Environment,BI,NONE,NONE,13107,70,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,55.8,55.8,Ramp To Temperature,CB032,8164,59,1.243,1.935,23.87,3.395,5.158,1,580,-1,558,580,10,10,1,1,1,0,30,0
